,Unnamed: 0,company_name,rate,city,state,remote_work,job_title,salary,salary_estimate,salary_avg,company_size,company_type,company_sector,company_founded,company_industry,descriptions_txt,descriptions_list,job_age,pros,cons
445,25,"Davidson Technologies, Inc.",4.2,Huntsville,AL,False,Data Scientist,$100K - $200K,Employer Provided Salary,"$150,000 /yr (est.)",201 to 500 Employees,Company - Private,Manufacturing,1996,Transportation Equipment Manufacturing,"['Davidson is seeking a Data Scientist in Huntsville, AL.', 'This position is an integral part of a fast-paced, innovative research and development (R&D) program for the US Air Force’s (USAF) Advanced Battle Management System (ABMS) involving the creation of advanced M&S and AI for wired and wireless communications across all 5 warfare domains (land, sea, air, space, and cyberspace). The program works cross-functionally with innovative team members skilled in High-Performance Computing (HPC), Modeling & Simulations (M&S), Artificial Intelligence (AI)/Data Analytics, and Cybersecurity.', 'The qualified candidate should be able to:', '', '', '', '', '', '', '', '', '']","['Experiment with innovative theories, ideas, and concepts to expand the realm of the possible', 'Self-organize and participate in an agile development lifecycle', 'Ask questions and build consensus within a cross-functional team', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good people and good benefits"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
446,26,Trader Interactive,-1.0,Austin,TX,False,Data Science Manager,,,-1,201 to 500 Employees,Company - Private,Business Services,2017,Advertising & Marketing,"['Tired of your cubicle? Wouldn’t you like to work for a company that prioritizes remote-first employment and lives in the world of boats, planes, RVs, motorcycles, ATVs, and trucks? Of course you would, and that’s us. TI is a group of go-getters who decided they didn’t want to settle for the status quo. We work hard as one team to build value, drive innovation, and lead our industries, but we have fun while we do it and we always act with integrity and prioritize our employees. When you start at TI, expect to receive plenty of support and communication. If you’re not sold yet, here are some other great benefits:', '', '', '', '', '', '', '', '', '', '', '']","['A remote-first work environment.', 'Work/life balance, including 30 paid days off in your first year', 'Access to LinkedIn Learning courses', 'Other professional learning and development opportunities', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",8d,"['""Management and HR are approachable"" (in 11 reviews)', '""Good benefits"" (in 10 reviews)', '""Great People to work with."" (in 13 reviews)', '""Good work/life balance"" (in 11 reviews)', '""Their senior leadership is reflective of the diverse workforce of the company."" (in 6 reviews)']","['""Management constantly changing their minds on direction of the company"" (in 11 reviews)', '""Leadership is dysfunctional."" (in 6 reviews)']"
447,27,Vertex Pharmaceuticals,4.1,Boston,MA,False,"Vertex Co-op Program, Data and Computer Science (Boston, MA) July - December 2022",,,-1,1001 to 5000 Employees,Company - Public,Biotech & Pharmaceuticals,1989,Biotech & Pharmaceuticals,"['Job Description', 'Job Description', 'The Vertex Co-op Program offers students the opportunity to learn about the pharmaceutical industry from a hands-on perspective. You will be working closely with and learning from some of the brightest people in the industry. When you join our Co-op program you should not be surprised to see that our environment is one that is innovative and team oriented, where collaboration is not just a word, and ""we are fearless"" is in everything we do. Students can expect to be challenged by their project plan, connect with other students, and feel valued by the Vertex community. Not only will students learn about their day-to-day tasks through their specific work assignments, but they will interact and have exposure to our organizational leaders and their teams through a series of Professional Development Workshops.\n\nBe FEARLESS... Join us and help kick start the path to your career!', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '']",30d+,"['""working conditions ok ok ok"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
448,28,Tealium,3.9,,,True,Manager of Data Science,$170K - $190K,Employer Provided Salary,"$180,000 /yr (est.)",501 to 1000 Employees,Company - Private,Information Technology,2008,Computer Hardware & Software,"['Manager, Data Science', 'WHO WE ARE:', 'Tealium is the leader in real-time unified marketing solutions, helping brands seamlessly integrate their siloed applications and data, and drive more profitable interactions across all digital touchpoints. Tealium’s open real-time Universal Data Hub (UDH) is a platform that enables digital marketers, data and analytics, and IT the ability to manage, govern, enrich, activate, and own their overarching corporate data strategy, reducing chaos and building better customer experiences.', 'Founded in 2008, Tealium is the most trusted vendor in its space and its award-winning solutions are used by 1000+ companies worldwide for their Customer Data Platform (CDP) and digital marketing needs.', 'WHAT WE ARE LOOKING FOR:', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""· Most individual contributors are great people to work with."" (in 50 reviews)', '""Great culture, product and people"" (in 40 reviews)', '""Unlimited PTO and management is flexible."" (in 26 reviews)', '""Great benefits"" (in 18 reviews)', '""Great leadership."" (in 31 reviews)']","['""People are spread pretty thing."" (in 50 reviews)', '""Toxic culture"" (in 40 reviews)', '""Management (especially middle management) is either 1) a revolving door or 2)inexperienced people with no management training or ability to lead."" (in 26 reviews)', '""Benefits are kind of a joke."" (in 18 reviews)', '""Old boys club, leadership can be fraudulent."" (in 31 reviews)']"
449,29,Metropolitan Atlanta Rapid Transit Authority (MARTA),2.9,Atlanta,GA,False,Sr. Performance Analyst-Data Science,$61K - $76K,Employer Provided Salary,"$68,376 /yr (est.)",1001 to 5000 Employees,Transportation Management,$100 to $500 million (USD),Company - Private,Transportation & Logistics,"['Qualifications', '*EDUCATION and/or EXPERIENCE\n*', 'Bachelor’s degree in Business Administration, Data Science, Business Analytics, Mathematics or related field is required. A master’s degree or doctorate degree is highly desired. Six years of progressively responsible experience working in a statistically oriented research field, such as survey research, database analysis or actuarial research. Experience should include creating and optimizing business intelligence datasets and dashboards, quantitative analysis, operations, project management or related fields. Extensive knowledge and application of data analysis software (e.g. R. Stata), data visualization software (e.g. SQL, R, Python, etc.) and conducting advanced data analytics (e.g. Multivariate statistics, network and cluster analysis, forecasting, machine learning and pattern matching). Must be able to work independently and collectively as a team. Excellent written and verbal communication skills required. Experience working in a public or transit environment is desired. Directly related work experience may be substituted on a year-for-year basis in-lieu of educational requirement.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",17d,"['""Good atmosphere, responsive management, great vacation,"" (in 1 reviews)', '""Have a okay work/ life balance"" (in 1 reviews)']","['""time vacations, small insurance, professional development at your own expense"" (in 1 reviews)', '""Needs a better pay scale."" (in 1 reviews)']"
450,0,"7-Eleven, Inc.",3.2,Irving,TX,False,"Manager, Data Science",$59K - $140K,Glassdoor,"$90,850 /yr (est.)",10000+ Employees,Company - Private,Retail,1927,Food & Beverage Stores,"['Imagine working in a place where continuous improvement and innovation is celebrated and rewarded; where fast-paced, high-impact teams come together to positively drive results for one of the largest & most iconic brands in the world.', '', 'As the only rapidly growing retailer, you may know us as your friendly neighborhood store. You probably know our familiar name, have seen our pervasive logo, and have tried our highly sought-after products, such as Slurpee® and Big Bite®. “Brain Freeze” is a 7-Eleven registered trademark for our 53-year old Slurpee® and with over 77,000 stores globally (more than any other retailer or food service provider), we sell over 14 million a month.', '', '', '', '', '', '', '', '', '', '', '']","['Who we are', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",24h,"['""Good benefits and nice overtime"" (in 3 reviews)', '""Friendly atmosphere"" (in 3 reviews)', '""People were friendly, free parking garage."" (in 2 reviews)', '""Rich in culture and values"" (in 2 reviews)']","['""Benefits are not good so far"" (in 3 reviews)', '""No chance for promotion."" (in 3 reviews)']"
451,1,Ancera,-1.0,Branford,CT,False,Data Engineer,$115K - $125K,Employer Provided Salary,"$120,000 /yr (est.)",-1,,,,,"['ABOUT YOU', 'Are you an analytical, data-driven professional? Are you interested in a role that enables you to have a direct impact on the company’s products and services? If so, then Ancera is the place for you!', 'Join our team and help us unlock actionable insights that will enable food producers to assess microbial risk from farm to consumer, and feed billions of people around the world without worry or risk.', 'ABOUT US', ""Ancera's True North is delivering new science to improve agricultural productivity."", 'Ancera is dedicated to improving the way we feed the world. We were founded with the discovery of a novel way of quickly identifying bacterial threats in the food supply and built on that vision to give farmers, veterinarians, quality managers, and corporate executives new tools to improve all phases of their operations, from farm to market.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,[],[]
452,2,American Capital Group,4.3,Bellevue,WA,False,Data Scientist,$150K,Employer Provided Salary,"$150,000 /yr (est.)",51 to 200 Employees,Company - Private,Real Estate,1986,Real Estate,"['We are adding a Data Scientist to our growing team!', '', 'ABOUT AMERICAN CAPITAL GROUP', 'American Capital Group (ACG) is a fully-integrated real estate investment and development company. The company has designed and built more than 80 multifamily properties across 12 states over its 33 year history. Today, ACG is an industry leader with dedicated personnel in Engineering, Design, Acquisition, Development, Construction, Property Management, and Investment Management. We strongly value teamwork, integrity, transparency and strive to deliver the highest quality products and services to our investors and customers.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Great benefits and competitive salary"" (in 1 reviews)', '""Managers have an open door and it is a very professional place to work."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
453,3,Frontier Communications,3.0,,,True,"Director, Data Science",,,-1,10000+ Employees,Company - Public,Telecommunications,1935,"Cable, Internet & Telephone Providers","['Director, Data Science\n\nAbout You', 'You excel using data science and machine learning to analyze large and complex data sets to develop and drive business strategy. You effectively communicate complex data analytics to executives, partners across the business, and teammates in a clear, concise manner that facilitates decision-making. You recruit, develop, and lead your team. Your guide and challenge them to think deeply, bring new ideas and solve problems creatively. You lead by example, communicate transparently, collaborate cross-functionally, and act decisively.', 'About Us\nWe are a highly diverse, collaborative, and entrepreneurial team of innovators, on a mission to transform the way ISPs serve consumers today. 2022 will be a pivotal year for our company, as we transform our service approach, lead the way in fiber technology innovations, and launch an enviable brand and customer experience.', '', '', '']","['', '', '', '', '', '', '', '', '', '']",30d+,"['""Generally good people and accommodating"" (in 4 reviews)', '""Pay is above average"" (in 3 reviews)', '""Encourages continuing education"" (in 2 reviews)']","['""Slow in career growth since it\'s a big team"" (in 5 reviews)', '""Lack of annual raise and communication if when it has been removed"" (in 3 reviews)']"
454,4,Sleep Number,3.3,San Jose,CA,False,"Director, Data Science and Research",$95K - $226K,Glassdoor,"$146,719 /yr (est.)",1001 to 5000 Employees,Company - Public,Manufacturing,1987,Consumer Products Manufacturing,"['Company Overview', 'Sleep Number team members are part of a passionate, purpose-driven culture that supports improving the health and wellbeing of society through higher quality sleep. We are not just focused on our customers, however; being employed by Sleep Number means your personal wellbeing is important, too. As we continue to grow, we are looking for team members who will bring their unique personalities, backgrounds, and skills to work. Whether you are entering, returning, or experienced in the workforce, we have a place for you.', '', 'In our 35+ years in the industry we have improved over 13 million lives, and we are just getting started. With 5,000+ team members nationwide supporting work disciplines from technology to manufacturing, retail stores to field services technicians, corporate teams to customer service, we are a sleep innovation leader because of our team members. Now is a great time to join us as we invest further in our people and sleep innovation. #TeamSleepNumber', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",6d,"['""Sharp managers that were not afraid to ask individual contributors for insights"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
455,5,CTDI,3.1,West Chester,PA,False,Data Analyst,$45K - $90K,Glassdoor,"$63,585 /yr (est.)",10000+ Employees,Company - Private,Telecommunications,1975,Telecommunications Services,"['We are looking for a passionate Data Analyst to turn data into information, information into insight and insight into business decisions. As a Data Analyst you will be responsible for requirements gathering, data analysis, reporting, analytics and helping to drive business solutions to support the operations ongoing growth. The successful candidate will have a keen sense of detail and accuracy, a passion for learning and will be capable of finding meaning in data and turning insights into meaningful actions. This role specifically calls for the person to create visually impactful Tableau reporting using optimized SQL queries to pull data from reporting databases. This role is based out of our West Chester offices in PA.', 'Primary responsibilities will include:', '', '', '', '']","['Partner with customer and business teams to gather accurate requirements for reporting and analytics', 'Design, develop, validate and publish reports using Tableau, ensuring they meet all customer requirements, and with minimal rework', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Easy work, weekly pay, management very easy going, Benifits are good low deductions, CTDI is a good company to work for as a hole"" (in 1 reviews)', '""Good people to work for"" (in 1 reviews)']","['""Several of us were recently laid off and promised severance packages."" (in 1 reviews)', '""Treat employees like their own family members"" (in 1 reviews)', '""No structure, No disciplinary actions,Supervisor rubbing elbows with section heads the whole shift, No consequences for sexual harrasment or threats toward other employees, Uper management an corporate seem to turn a blind eye,Bad behavior/actions are talorated/condoned employees do as they want not as instructed"" (in 1 reviews)']"
456,6,"Systems Planning and Analysis, Inc.",4.1,Lorton,VA,False,"Data Science and Data Engineering - Multiple positions, Hiring Now!",$76K - $181K,Glassdoor,"$117,571 /yr (est.)",501 to 1000 Employees,Company - Private,Aerospace & Defense,1972,Aerospace & Defense,[],"['', '', '', '', '', '', '', '', '']",30d+,"['""The benefits are amazing and they have a great work environment."" (in 14 reviews)', '""Relaxed atmosphere, mostly friendly people"" (in 12 reviews)', '""""Small Company"" feel in terms of rapport with management and co"" (in 6 reviews)', '""Standard company, good pay and environment if you work at HQ."" (in 8 reviews)']","['""Pay and benefits are average at best."" (in 14 reviews)', '""Management is a bit old school"" (in 6 reviews)', '""Not the most competitive in pay and promotion was a challenge."" (in 8 reviews)', '""Company culture is dated."" (in 7 reviews)']"
457,7,Van Pool Transportation,3.7,Massachusetts,,False,Data Scientist,,,-1,501 to 1000 Employees,Company - Private,Transportation & Logistics,1986,Transportation Management,"['Key Responsibilities:', 'Beacon is seeking a Data Scientist to join the organization and serve as a key player in building a clear understanding of the potential benefits that connected data and analytics can bring in supporting the vision and goals of the organization. Gains insight into key business problems by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. Uses current and emerging technologies to evaluate trends and develop actionable insights and recommendations to management, via an increasing understanding of the business model and the information available for analysis. Role will report directly to the SVP of PMO Operations.', '', '', '', '', '', '', '', '']","['Apply end-to-end expertise from data, analytics and insight delivery to stakeholder engagement and support of benefit realization.', 'Manipulate large data sets and use them to identify trends and reach meaningful conclusions to inform strategic business decisions.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Great employees, great hours, awesome students!"" (in 4 reviews)', '""Kevin the owner really does care, so glad he is back, The new raise will help (pay was so low most employees are on Mass Health, food stamps and fuel assistance)."" (in 1 reviews)']","['""they need more help at the busy times with transportation coordinators, parents are not called when drivers run late, bereavement pay, routes are changed with no warning and no respect for drivers, you must mail in your time sheet and they get lost."" (in 1 reviews)']"
458,8,Hanes Brands,3.7,King,NC,False,Data Scientist,$62K - $120K,Glassdoor,"$86,356 /yr (est.)",10000+ Employees,Company - Public,Manufacturing,2005,Consumer Products Manufacturing,"['As a Data Scientist, you will create innovative solutions to solve business problems by using advanced machine learning, statistical modeling, data mining, and optimization techniques to deliver real world solutions for decision making online or offline. You will work with other data scientists and data professionals to build new capabilities enabling world class customer service and next-generation digital execution. We welcome candidates from different backgrounds, as we believe that diverse, inclusive teams are better teams.', '']","['Understand business strategy and identify innovative data science opportunities that lead to significant impact in our evolving business', 'Apply advanced data science knowledge to leverage state-of-the-art methods and technologies; lead by example to establish best practices', 'Develop statistical and machine learning methods to solve business problems and derive actionable business insights and recommendations', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Salaries are decent and the company is doing well, especially Champion."" (in 2 reviews)', '""Challenging work environment and good coworkers."" (in 2 reviews)', '""Hanesbrands has a positive culture and promotes personal growth offering numerous courses on campus focused on improving technical skills as well as soft skills."" (in 2 reviews)']","['""Low salary and bad management guidance"" (in 2 reviews)', '""It\'s great that you have 11 paid holidays, but how about making some of them floating?"" (in 2 reviews)', '""No clear career progression roadmap"" (in 3 reviews)']"
459,9,Dealerware,4.0,Austin,TX,False,Data Analyst,$44K - $80K,Glassdoor,"$59,545 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,2016,Enterprise Software & Network Solutions,[],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",9d,"['""In my experience, employees are well supported by senior leadership."" (in 4 reviews)', '""The benefits are great."" (in 4 reviews)', '""Everyone is smart, hardworking, passionate and genuinely enjoys working with one another."" (in 4 reviews)', '""Our customers love us and the opportunities ahead are real and significant."" (in 2 reviews)', '""Decent salaries."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
460,10,Swickard Shared Services (Las Vegas),4.0,Las Vegas,NV,False,"Data Science Specialist, Retail Strategy",$37K - $89K,Glassdoor,"$57,465 /yr (est.)",501 to 1000 Employees,Unknown / Non-Applicable,,Company - Private,,"['', 'At Swickard Auto Group, we’re passionate about our customers and using the most innovative, cutting-edge technology to revolutionize the way customers purchase and service their vehicles at our dealerships.', 'Our customers are the reason we’re here. Our culture is defined by a few core principles: We want to be our customers’ favorite place to purchase, lease, or service their vehicle, and we want to be your favorite place to work! We are a hospitality company that happens to be in the automotive industry. We are data-driven, and our aim is to use data to continuously improve the in-store and online guest experience with our dealerships.', 'Automotive News ranks Swickard Auto Group as one of the top dealer groups in the US. We are looking for like-minded team members that are laser focused on discovering insights in data to identify ways we can continue improving each interaction with our customers. Swickard’s unique perspective on automotive retail strategy is transforming the automotive industry and we are looking for top-notch individuals to join our fast-growing team.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '']",26d,"['""Great opportunity for growth, good management, minimal turnover."" (in 12 reviews)', '""boarding, friendly employees, many options"" (in 12 reviews)', '""Great hours &amp; great pay, and the other workers are not so bad, the time goes by really fast &amp; you are busy for most of your shift"" (in 6 reviews)', '""Culture is is open and friendly"" (in 7 reviews)']","['""Management was rude and tough on you"" (in 12 reviews)', '""During the orientation/onboarding we were shown videos telling us how much their employees meant to them, how family friendly they were, and that happy employees directly reflected that to customers."" (in 12 reviews)', '""Corporate couldn’t care less about you, set unrealistic goals and budgets and cut your pay if you don’t match the goals."" (in 6 reviews)', '""Benefits almost don’t exist."" (in 4 reviews)']"
461,11,M-Tech Systems USA,3.6,,,True,Data Science Engineer,$85K - $95K,Employer Provided Salary,"$90,000 /yr (est.)",51 to 200 Employees,Computer Hardware & Software,$10 to $25 million (USD),Company - Public,Information Technology,"['Data Science Engineer', 'M-Tech Systems is a stable, fast growing, and industry leading international software development company headquartered in the Dunwoody/400 - Perimeter Area of Atlanta. Retaining and recruiting outstanding team members is a mission-critical component of our ongoing success.', 'M-Tech Systems offers competitive salaries, excellent benefits, a working atmosphere that encourages collaboration, comfortable facilities, exceptional IT tools, training, and ongoing opportunities to work with senior and executive management.', 'Job Brief:', 'The Data Science Engineer’s role involves accumulating and deriving meaning from large datasets. The Data Science Engineer needs to be able to apply statistical and machine learning models, such as non-linear regressions, boosted decision trees and neural networks, to these large datasets to detect underlying trends that can drive value to our customers. The Data Science Engineer also needs to be able to coordinate with fellow engineers, product owners, and other stakeholders to apply the results of these analytics in a way that makes a positive impact to our customers.', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good people, benefits, and a fun place to work"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.']
462,12,Consumerdirect,-1.0,Irvine,CA,False,Data Engineer,$90K - $170K,Employer Provided Salary,"$130,000 /yr (est.)",-1,,,,,"['***This position is for in-office candidates only, no remote candidates will be considered', 'ConsumerDirect, Inc is a SaaS company located in Irvine, CA comprised of fun and creative people building unique and patented technologies for the consumer money, credit & identity space. The company was founded in 2003 with the vision that technology should allow consumers to interact with their banks, creditors and other institutions using a simple button, and we’ve done just that.', 'We are building technology that is disrupting the industry and we’re growing very rapidly, so we are looking for a talented Data Engineer to join our team.', 'As a Data Engineer in our IT department at ConsumerDirect’s Irvine office, you will work in small teams to design and build and maintain innovative data and analytics solutions leveraging Amazon Web Services, cloud data warehouses like Snowflake, and other related technologies like Segment and MySQL. In addition to building the next generation of data platforms, you will be working with a forward-thinking organization in data and analytics.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2d,[],[]
463,13,Neutrino Tech Systems,4.8,,,True,Senior Data Scientist,,,-1,51 to 200 Employees,Company - Private,Information Technology,2018,IT Services,"['Job Overview', 'Work closely with business stakeholders to understand their goals and determine how data can be used to achieve those goals. Use relevant statistical techniques, machine learning models and artificial intelligence algorithms to analyze data, design data models and derive insights to influence actions that maximize business value and effectiveness.', 'Responsibilities:', '', '', '', '', '', '', '']","['Use statistical analysis to determine which data modeling approach to use, model the algorithm and build a prototype.', 'Diagnose business needs, analyze business processes, data flows, IT / technical artifacts and extract understanding of how the system or business process works as input for model development. Translate the business problem into a technical model.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",24h,"['""""good work culture with positive environment"""" (in 14 reviews)', '""Very good work environment."" (in 16 reviews)', '""4. Enthusiastic people"" (in 11 reviews)', '""Good management, cool manager and hr"" (in 3 reviews)', '""Work Culture, Strong and very helpful management, healthy and fun culture, Good compensation, Work Life balance, Respect for Individuals, Company takes extra step towards employee learning and all round development."" (in 4 reviews)']",['No Cons have been reported by the Glassdoor community.']
464,14,Kite Pharma,-1.0,Santa Monica,CA,False,"Data Science Associate II - $8,000* Sign On",,,-1,1001 to 5000 Employees,Company - Public,Biotech & Pharmaceuticals,2008,Biotech & Pharmaceuticals,"['', '', 'Everyone at Kite is grounded by one common goal – curing cancer. Every single day, we seek to establish a direct line between that purpose and our day-to-day work. Join us in our mission!', '', 'Kite is seeking a highly motivated, experienced, and resourceful Data Analyst to support the Global Quality Organization operating out of our headquarters in Santa Monica, CA. Kite Quality is responsible for adhering to regulatory requirements while improving existing processes, reducing waste, and lowering costs to safely improve patient access to our life-saving therapies.', '', 'In this role you will collect, measure, visualize and interpret data across multiple functions that include Quality, Supply Chain, Manufacturing and Process Development with the intent of turning data into information, information into insights and insights into informed business decisions.', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",30d+,"['""Good pay, excellent benefits, 401k match is out of this world."" (in 9 reviews)', '""Good pay, stock, 401k, health benefits"" (in 3 reviews)', '""Group director is a pleasure to work with, listens to concerns, genuinely kind, with brilliant expertise."" (in 6 reviews)', '""Good company and colleagues to work with"" (in 5 reviews)']","['""2. Upper management is fully aware of this culture and does nothing to get rid of this mentality"" (in 7 reviews)']"
465,15,Ancera,-1.0,Atlanta,GA,False,"Data Scientist, Product",$130K - $140K,Employer Provided Salary,"$135,000 /yr (est.)",-1,,,,,"['ABOUT YOU', 'Are you an analytical, data-driven professional? Are you interested in a role that enables you to have direct impact on the company’s products and services, and allows you to work closely with senior leadership? If so, then Ancera is the place for you!', 'Join our team and help us unlock actionable insights that will enable the food industry to better assess and manage risk across the supply chain by developing innovative tools meant to empower food production in a safer and more sustainable manner.', 'ABOUT US', 'Ancera is dedicated to improving the way we feed the world by delivering new science to improve food production systems, from operations to safety.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '']",30d+,[],[]
466,16,Mayo Clinic,4.1,Waltham,MN,False,Senior Data Science Analyst - Center for Digital Health - Remote,,,-1,10000+ Employees,Health Care Services & Hospitals,$10+ billion (USD),Nonprofit Organization,Health Care,"['No\n\nInternational Assignment\nNo\n\nSite description\nMayo Clinic is located in the heart of downtown Rochester, Minnesota, a vibrant, friendly city that provides a highly livable environment for more than 34,000 Mayo staff and students. The city is consistently ranked among the best places to live in the United States because of its affordable cost of living, healthy lifestyle, excellent school systems and exceptionally high quality of life.\n\nRecruiter\nLaura Percival\n\n\nAs an Affirmative Action and Equal Opportunity Employer Mayo Clinic is committed to creating an inclusive environment that values the diversity of its employees and does not discriminate against any employee or candidate. Women, minorities, veterans, people from the LGBTQ communities and people with disabilities are strongly encouraged to apply to join our teams. Reasonable accommodations to access job openings or to apply for a job are available.']",[],30d+,"['""Good benefits and PTO."" (in 48 reviews)', '""Good pay"" (in 36 reviews)', '""The company is great for people who want to join the workforce and be paid well!"" (in 33 reviews)', '""Good leadership, collegial environment where people work together and not against each other."" (in 10 reviews)']","['""Benefits were aligned across MN, AZ, and FL resulting in an overall reduction in what were once excellent benefits."" (in 48 reviews)', '""Low pay compared to market."" (in 36 reviews)', '""people are rude, backstabbing, unfriendly, probably the most toxic bizarre workplace ever experienced"" (in 33 reviews)', '""Several opportunities made management desperate thus incompetent employees end up taking charge on all levels."" (in 16 reviews)', '""Research leadership does not care for the well being of junior scientists."" (in 10 reviews)']"
467,17,Oscar Health,-1.0,,,True,Operations Engineer II,$135K - $165K,Employer Provided Salary,"$150,000 /yr (est.)",1001 to 5000 Employees,Company - Public,Insurance,2012,Insurance Agencies & Brokerages,"[""Hi, we're Oscar. We're hiring an Operations Engineer to join our Insurance Operations team."", ""Oscar is the first health insurance company built around a full stack technology platform and a focus on serving our members. We started Oscar in 2012 to create the kind of health insurance company we would want for ourselves—one that behaves like a doctor in the family.\nAbout the role\nYou will design, develops/builds, tests and implement data and technical solutions with a focus on creating efficiency and scale through technology and automation of Oscar's infrastructure and underlying logic for core insurance functions. You will Understand Oscar's infrastructure, underlying logic, and data models, and works to work on requirements/rules that support our needs. You will Identify opportunities for technology enablement, apply technical expertise to design, and implementation of solutions to address operational challenges across the core insurance functions."", 'You will report to the Director. Insurance Operations.', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",14d,"['""There\'s also a big culture of writing out internal posts to share tech information to better the whole company."" (in 6 reviews)', '""Great people and team"" (in 8 reviews)', '""The pay is the best on the market especially considering they\'re about to IPO in 2021."" (in 6 reviews)', '""Work life balance is good"" (in 4 reviews)', '""Management is especially extremely easy to work with."" (in 5 reviews)']","['""Not an engineering first culture (right now...used to be more so)"" (in 6 reviews)', '""Pay is lower than industry average and it shows."" (in 6 reviews)', '""Very bad work life balance"" (in 4 reviews)', '""The employees (re: not management) will make you feel bad if you\'re unvaccinated (this might be a pro for some people)"" (in 5 reviews)']"
